ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
1,-21.904590516081075,-22.659090773573475,12.805995319647856,-46.63193454244175,-34.34708057911826,-21.98973763456556
2,-28.66238520229107,68.75708110040878,31.76182149468152,3.982258964668871,-62.87686557419667,-61.83856263482711
3,-62.55120405959667,60.90923463120655,8.112917613249572,24.110049804010686,-64.37233588961026,70.68194041525317
4,14.428023595916105,-48.32604451490411,-65.57651789990929,76.02754907073852,69.96685159088489,48.02395304390588
5,9.78028527327049,-55.64317210959321,-72.73729859429295,74.18012285097896,67.87332679924825,41.12801500582252
6,-21.45360271864882,-64.08546896784901,33.53135577500242,-17.798743037151226,-62.54504216857023,-6.037033809543896
7,-23.389613347334926,72.3748769593754,30.042892917079588,10.586512487446843,-57.30231010452068,-54.44475861229366
8,-72.46707173209731,58.62030279623328,24.677408078779393,23.890282178160806,-87.04728373119909,82.69515601737874
9,-20.13089469517402,-41.50951390814952,12.871681880739885,-57.47800760897963,-32.06243644279881,-19.000419329707412
10,-54.546409574630445,56.36581357215723,17.826894696339842,33.869223249284936,-85.70445606285745,75.5489649503324
11,-64.82069991623092,66.89265919690072,10.875194104713607,27.572691501229436,-74.3878586795588,68.85758260966296
12,17.390331210716933,-55.102446271588185,-54.66030360452195,59.98210264671644,71.19110000101837,45.357099396626154
13,7.4129846297445425,-56.93451037357384,-50.950884352790126,69.92707692854286,63.92106971398841,49.326545354690694
14,-32.68323557366066,-74.20801391305132,32.823861975919236,-9.912407222808257,-62.68435304508671,4.409656026842736
15,36.93432700869078,-41.20499262607603,-45.37420658046061,-39.158901735276004,-29.81638094709952,10.475077950909979
16,-7.055713755072279,37.46584527697681,-42.21036674099258,-0.48256876110465985,13.665650016914247,-67.88153581240205
17,-24.35951655445907,72.22208265121023,50.11341623709137,9.06951762571111,-50.21538680572254,-52.66220116907982
18,-18.26287180422834,45.23269808084757,-60.45262503580716,4.173809904638447,15.354087722388414,-58.82807983434751
19,-27.763289353134308,-51.681031510070795,38.62382861120843,-8.013219991587302,-57.20462182237415,0.03150692739294958
20,6.017371531388962,49.353724583559696,-58.56373886712951,1.1966650715748037,15.778780158064619,-77.69482747920948
21,53.947647850117875,-47.26298070007756,-53.601992696920995,-42.4605490578237,-16.47132236059761,1.2579842412621782
22,-13.042275074198871,-27.197206558448258,11.12277850907931,-61.11538150510519,-21.257317631069313,-31.688872198677416
23,-29.88491546429315,-57.79773039359937,29.859502225154625,-8.305964027688354,-54.54308693589776,-12.010106974994269
24,-14.566822269438807,67.29568469069805,33.42093253452674,20.31650149636171,-50.62772316827595,-50.76375216794534
25,40.78590140013305,-41.84868847559085,-45.42529991294175,-46.66252046082374,-28.11477509276077,6.667142597767972
26,-32.600334257785505,-64.22569086995985,30.695287101486766,-4.833634096411062,-65.73934603050915,-2.2989243306840925
27,-15.941593705254759,-40.35638554570127,25.35737721132238,-63.833111884806385,-43.10134728096842,-25.268109653402867
28,-16.28493478298234,-42.30428972822336,13.950101709988527,-54.01440019441898,-35.23643309576592,-31.472462832960346
29,-23.6605158555969,-56.39996000641348,26.79196594289709,-14.39857985261714,-68.63582584967253,1.459822999106811
30,68.93144910262552,-37.72687774323491,-54.00388603685953,-59.899250452835894,-33.13445496224556,0.8709763755724129
31,-18.143854491073345,49.66121586058826,-50.599229719353794,5.051067380935424,8.840769813276248,-76.0663259304538
32,56.73697406491842,-40.670518750676074,-44.07912407602336,-53.68540280552167,-29.317008805121738,9.755309642066583
33,-0.18530277185052846,-28.52078895131602,19.800821936924,-55.042199192024476,-24.121019367451073,-15.5076677789828
34,-22.063128740812928,62.95313189563758,47.034696865242466,12.937163281864262,-44.453019726086296,-42.32763150476763
35,-8.036204603342256,-33.84327506054246,25.80565724819527,-54.426784764565916,-28.81276241878629,-21.39685471389346
36,-12.994212568614856,-16.40184632079249,4.920874398501594,-47.28535064306263,-14.670548739571522,-31.369478135990253
37,-3.1506742118223228,31.040663682747265,-42.75266345623734,5.0782196429204305,24.047631260679594,-76.12872022121998
38,50.20778946027262,-45.34709540553102,-54.65110536566836,-50.540747775303934,-30.18197582414705,10.534638709686472
39,-12.350673902057387,42.472701445356975,-48.72502249107917,-3.447569443035304,17.70095696957992,-82.43642538164848
40,-7.6545460025567795,59.56224630467826,25.03778261207013,8.530954845494964,-45.06954859385634,-56.799689676470436
41,-7.516146551752511,-33.53829812895007,22.865112450102345,-34.1467167212711,-38.21209341642072,-23.0386269273308
42,17.435030817766314,-63.63844460097818,-56.61612966051119,69.96148193316243,52.98965159375709,50.34936937202292
43,60.264748299346614,-46.25057133852063,-48.23309293964494,-50.61375349978096,-33.09876842516732,4.508258906157554
44,-10.581788742471826,38.556303654235975,-55.575829672758076,-3.9558955828469093,3.7302550559287386,-66.34706789100649
45,-17.477230282058578,-55.14430545970051,27.36594219607108,-1.874133706978359,-53.05198477477654,0.06921993853302444
46,-85.12844985435855,67.80168247399463,15.971669132538146,32.809738320574986,-70.32091735797725,71.05809946022767
47,-12.611506211890376,-30.7904982157769,16.80696660568669,-54.85828429073631,-44.08865862306821,-23.83194566500898
48,-70.51076020629247,59.024763967800666,13.53045942203353,30.02614875312367,-71.20567707884688,75.14963205105514
49,16.092812576910422,-44.002372928322806,-67.4837765027181,75.47942316578481,77.95786952185657,38.98735864662904
50,-30.4800559743794,73.07253626536566,43.30371801822048,26.505278325769147,-50.83692092980122,-58.34220227858478
51,-11.70707387136858,-39.16733996111501,21.893623932439567,-51.733243181902935,-35.182068183787116,-31.882949862773152
52,-21.258984669188763,70.17543231328189,42.05008388664373,16.49513534126923,-38.11836317122993,-45.02577125345612
53,-23.705281924977214,-39.13724996937113,24.593179242414088,-47.83460825225066,-18.64609628674195,-26.247928412350735
54,38.86440674975399,-47.66478644701965,-56.44179592685947,-60.90280026576151,-37.30963205691565,2.300023551625306
55,-14.489192952579579,-41.26226980236822,13.22623537846415,-52.921547970729726,-39.10380412429792,-16.945377832553692
56,-60.543874522943234,55.91896758676909,18.53872999460345,37.05060737885108,-84.15328704249214,76.08053846379339
57,-2.2679112478484704,-36.62515095231208,27.719255173117286,-51.16623938203245,-41.62084613699757,-21.96579230759174
58,-16.958094906009414,-37.96130937917068,21.948932710060802,-68.21779348329979,-34.26843652163388,-11.820600394826442
59,58.86948533493261,-56.334592173511616,-57.989156434348416,-48.08604321038006,-32.07213583092961,6.276896610982261
60,-65.36939012200075,67.30734901646089,7.1960599352662715,36.208857427774745,-80.77944764998318,88.66466839511928
61,-32.71067470560356,-51.94052060406049,35.146703877498915,-9.195738938663284,-51.33518698593262,3.995906616069629
62,27.877848312167973,-37.76848694100059,-56.281470458190796,56.09583717333452,70.357399030376,47.76606792780923
63,-24.507631651861388,-64.70986564895229,28.70641087436027,-14.71646280047641,-51.65633876198193,-7.996258307128056
64,-29.215800453370917,-69.92570048556253,28.081340748729783,0.8116381710860487,-59.11364686910144,-5.480825401671843
65,-12.169375200712919,79.46457942683338,28.375761277424694,8.387318853199798,-56.12490308631267,-58.26887200442103
66,4.9798336256836375,42.05808685453286,-56.81340003804954,9.146533230659074,8.884229290145944,-78.66781837903679
67,-13.063863527195597,-26.332191666061362,23.59816203891397,-53.74132343184745,-24.670535434682535,-20.19972073817241
68,-12.856638953963591,-39.17523948334271,8.735618338492987,-52.61519927512409,-32.773413771894504,-17.136066424539166
69,35.76623688703683,-35.80595011108183,-43.19336340122631,-45.264251876330995,-35.23077035917704,0.2730550968528984
70,57.08484245489805,-44.650185284681356,-40.48516051584142,-48.575456620173455,-28.739140292942245,-3.4382709390440054
71,-23.129619712305523,68.27045284462105,36.01350126672642,8.17809437587333,-47.78735895392389,-56.56933883352589
72,-72.67972165444088,57.70515390256812,16.685151422257952,24.300816016760425,-73.86853876877917,62.97522566422392
73,-14.7740512210652,74.85187399743091,44.722268830389986,3.7118974459631815,-59.35316834197995,-47.21576436975488
74,1.3228392796549002,78.1227602522846,26.269546475500228,5.9362008691386485,-49.60006693983533,-49.14599028657902
75,-28.20685725019501,-65.29861987629045,20.541160632993808,-17.188727236923945,-60.51249608567812,-0.4085069054941351
76,18.44620134484676,-52.59162969371334,-63.694992901752194,77.6378150014763,75.31617476276053,39.22093194245288
77,44.33258729735891,-30.077181293130156,-57.5678678243898,-43.99425014215208,-36.322245363384496,6.547790226134216
78,-21.471545277138297,78.99366526646706,35.036020777766666,20.978362835686006,-54.55058976717417,-41.31020105363213
79,-4.543415847061938,66.40375526043384,51.65805821209444,21.002144938785456,-62.72435548382656,-51.478607003547566
80,24.67574615564332,-41.209352827630916,-57.35153342280454,60.490936260676136,79.81400266429935,47.3993889922217
81,50.343868253943114,-44.98109710017772,-54.95185959379469,-46.03775762001215,-13.084596783818697,7.324948596541747
82,49.72705637592682,-44.756319776354374,-66.20150071331832,-45.16590297947541,-23.736802511756434,19.209659010009343
83,-23.66205106210947,68.08115729068287,29.0825726736596,16.770682823127178,-47.48667321970203,-48.569307774215524
84,-4.722511808421004,51.78919617310162,-44.86784607181026,-0.8291255972677609,14.010454120524066,-57.86729663778853
85,-68.168901537486,61.547620885897096,18.157469119435042,42.001557162989016,-74.76602034309761,79.3738290951152
86,55.30714086031361,-47.05663518846825,-45.55560671708588,-45.18545199870394,-40.082521509450736,1.1165612596640098
87,-1.76909296409608,47.9064256748494,-46.15899988107252,3.1915078546747004,23.656510621565815,-63.77920112593891
88,61.279805657351474,-39.862019875674974,-56.95954389750528,-59.95621425041768,-25.62440579999156,8.01657557448894
89,-19.26169168597723,-31.235233692735147,24.757642861343953,-68.48929440631267,-33.91144356550041,-24.832278694444536
90,-20.732425797950096,-64.8857509890232,39.35648315521617,-13.451068244833582,-70.61354245173439,2.8044609552678743
91,-28.199810346680326,-77.58183758193958,25.418878245387898,-8.99594511699214,-52.03924188867679,6.134011834478208
92,1.9698583525539117,-27.68680483885855,13.559531923547077,-65.20982085725417,-29.934602179538285,-12.007518604148373
93,-60.62386399541511,60.00091482782794,7.951978338734518,33.01270389161569,-81.22162244152342,71.2989038348178
94,-78.94948517581031,41.57333355183208,20.235634050118335,37.17848626311711,-76.23959942280004,63.46891874157453
95,-16.821790720409243,59.86525214103087,26.67168828638032,12.662822759190355,-47.84323672288134,-48.81178225346683
96,-60.47920679769885,54.89627975434183,14.869005691986974,34.705315004889925,-76.93216445006396,66.92219354939101
97,16.478480931112102,-58.75413626637898,-68.53455754005823,68.35565277648679,76.18633823178855,44.31234954142831
98,-23.166065409488947,75.89034034032595,20.178432533530508,14.743550667336368,-65.31588589580832,-59.36219676666763
99,47.78760097463747,-46.45000707255731,-49.171931728347225,-39.23860043034933,-21.988176657170378,-4.061455276993922
100,-30.10968819523254,-59.139267744632676,27.514667975700707,-26.117217855605794,-59.69965871105443,11.005754301833743
101,-18.31711785489743,64.5151607354397,27.184451467422836,9.165651419846533,-56.78446901429579,-44.26398217905783
102,-22.737014596936884,-48.422217906520544,38.15957499549987,-4.722418846460354,-68.4442501844407,0.16321840946639776
103,-18.16819337030434,-18.74078505431373,24.198823664134004,-58.60278358901676,-38.173512514848994,-26.387270368209226
104,0.8992358119927664,44.35539777680883,-53.135099185849704,3.5148577563771246,-1.0753483894399452,-69.4944585788931
